anime_name;anime_path;anime_id
ghost in the shell 2: innocence;/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell+2%3A+Innocence%2F;523
ghost in the shell arise;/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell+Arise%2F;524
ghost in the shell new movie;/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell+New+Movie%2F;525
ghost in the shell sac  2045;/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell+SAC_+2045%2F;526
ghost in the shell stand alone complex;/dirlist.php?dir=subtitles%2Fjapanese%2FGhost_In_The_Shell_Stand_Alone_Complex%2F;527
ghost in the shell stand alone complex 2nd gig;/dirlist.php?dir=subtitles%2Fjapanese%2FGhost_In_The_Shell_Stand_Alone_Complex_2nd_GIG%2F;528
ghost sweeper mikami;/dirlist.php?dir=subtitles%2Fjapanese%2FGhost_Sweeper_Mikami%2F;529
giant robo the day the earth stood still;/dirlist.php?dir=subtitles%2Fjapanese%2FGiant+Robo+The+Day+the+Earth+Stood+Still%2F;530
giant killing;/dirlist.php?dir=subtitles%2Fjapanese%2FGiant_Killing%2F;531
ginban kaleidoscope;/dirlist.php?dir=subtitles%2Fjapanese%2FGinban+Kaleidoscope%2F;532
ginga nagareboshi gin;/dirlist.php?dir=subtitles%2Fjapanese%2FGinga+Nagareboshi+Gin%2F;533
ginga tetsudou 999;/dirlist.php?dir=subtitles%2Fjapanese%2FGinga+Tetsudou+999%2F;534
ginga tetsudou no yoru;/dirlist.php?dir=subtitles%2Fjapanese%2FGinga+Tetsudou+no+Yoru%2F;535
ginga e kick-off;/dirlist.php?dir=subtitles%2Fjapanese%2FGinga_E_Kick-Off%2F;536
gingitsune;/dirlist.php?dir=subtitles%2Fjapanese%2FGingitsune%2F;537
gintama'  enchousen;/dirlist.php?dir=subtitles%2Fjapanese%2FGintama%27_+Enchousen%2F;538
gintama;/dirlist.php?dir=subtitles%2Fjapanese%2FGintama%2F;539
gintama 2 live action rules are made to be broken (2018);/dirlist.php?dir=subtitles%2Fjapanese%2FGintama+2+Live+action+Rules+Are+Made+To+Be+Broken+%282018%29%2F;540
gin no saji;/dirlist.php?dir=subtitles%2Fjapanese%2FGin_No_Saji%2F;541
giovanni no shima;/dirlist.php?dir=subtitles%2Fjapanese%2FGiovanni+no+Shima%2F;542
girlish number;/dirlist.php?dir=subtitles%2Fjapanese%2FGirlish_Number%2F;543
girls' frontline;/dirlist.php?dir=subtitles%2Fjapanese%2FGirls%27+Frontline%2F;544
girls und panzer;/dirlist.php?dir=subtitles%2Fjapanese%2FGirls+und+Panzer%2F;545
girls und panzer das finale;/dirlist.php?dir=subtitles%2Fjapanese%2FGirls+und+Panzer+das+Finale%2F;546
girls und panzer der film;/dirlist.php?dir=subtitles%2Fjapanese%2FGirls+und+Panzer+der+Film%2F;547
given;/dirlist.php?dir=subtitles%2Fjapanese%2FGiven%2F;548
glass no hana to kowasu sekai - garakowa;/dirlist.php?dir=subtitles%2Fjapanese%2FGlass+no+Hana+to+Kowasu+Sekai+-+Garakowa%2F;549
glass no hana to kowasu sekai;/dirlist.php?dir=subtitles%2Fjapanese%2FGlass+no+Hana+to+Kowasu+Sekai%2F;550
gleipnir;/dirlist.php?dir=subtitles%2Fjapanese%2FGleipnir%2F;551
go! princess precure go! go!! gouka 3-hontate!!!;/dirlist.php?dir=subtitles%2Fjapanese%2FGo%21+Princess+Precure+Go%21+Go%21%21+Gouka+3-hontate%21%21%21%2F;552
go! anpanman;/dirlist.php?dir=subtitles%2Fjapanese%2FGo%21_Anpanman%2F;553
go! princess precure;/dirlist.php?dir=subtitles%2Fjapanese%2FGo%21_Princess_PreCure%2F;554
goblin slayer;/dirlist.php?dir=subtitles%2Fjapanese%2FGoblin+Slayer%2F;555
gochuumon wa usagi desuka;/dirlist.php?dir=subtitles%2Fjapanese%2FGochuumon+wa+Usagi+Desuka%2F;556
gochuumon wa usagi desuka s2;/dirlist.php?dir=subtitles%2Fjapanese%2FGochuumon+wa+Usagi+Desuka+S2%2F;557
gochuumon wa usagi desuka s3 bloom;/dirlist.php?dir=subtitles%2Fjapanese%2FGochuumon+wa+Usagi+Desuka+S3+Bloom%2F;558
god eater;/dirlist.php?dir=subtitles%2Fjapanese%2FGod+Eater%2F;559
godzilla: kaijuu wakusei;/dirlist.php?dir=subtitles%2Fjapanese%2FGodzilla%3A+Kaijuu+Wakusei%2F;560
godzilla s.p;/dirlist.php?dir=subtitles%2Fjapanese%2FGodzilla+S.P%2F;561
gogo sentai boukenger;/dirlist.php?dir=subtitles%2Fjapanese%2FGoGo_Sentai_Boukenger%2F;562
gokushufudou;/dirlist.php?dir=subtitles%2Fjapanese%2FGokushufudou%2F;563
gokyoudai monogatari;/dirlist.php?dir=subtitles%2Fjapanese%2FGokyoudai+Monogatari%2F;564
golden kamuy;/dirlist.php?dir=subtitles%2Fjapanese%2FGolden+Kamuy%2F;565
golden time;/dirlist.php?dir=subtitles%2Fjapanese%2FGolden+Time%2F;566
golgo 13;/dirlist.php?dir=subtitles%2Fjapanese%2FGolgo_13%2F;567
gon;/dirlist.php?dir=subtitles%2Fjapanese%2FGON%2F;568
gosick;/dirlist.php?dir=subtitles%2Fjapanese%2FGosick%2F;569
gotoubun no hanayome;/dirlist.php?dir=subtitles%2Fjapanese%2FGotoubun_No_Hanayome%2F;570
granbelm;/dirlist.php?dir=subtitles%2Fjapanese%2FGRANBELM%2F;571
granblue fantasy the animation;/dirlist.php?dir=subtitles%2Fjapanese%2FGranblue+Fantasy+The+Animation%2F;572
grand blue;/dirlist.php?dir=subtitles%2Fjapanese%2FGrand+blue%2F;573
gravity daze the animation ouverture;/dirlist.php?dir=subtitles%2Fjapanese%2FGravity+Daze+The+Animation+Ouverture%2F;574
great pretender;/dirlist.php?dir=subtitles%2Fjapanese%2FGreat+Pretender%2F;575
great mazinger;/dirlist.php?dir=subtitles%2Fjapanese%2FGreat_Mazinger%2F;576
grimms notes the animation;/dirlist.php?dir=subtitles%2Fjapanese%2FGrimms+Notes+The+Animation%2F;577
grisaia no kajitsu;/dirlist.php?dir=subtitles%2Fjapanese%2FGrisaia+no+Kajitsu%2F;578
gto 1998 (drama);/dirlist.php?dir=subtitles%2Fjapanese%2FGTO+1998+%28Drama%29%2F;579
gugure! kokkuri-san;/dirlist.php?dir=subtitles%2Fjapanese%2FGugure%21+Kokkuri-san%2F;580
guilty crown;/dirlist.php?dir=subtitles%2Fjapanese%2FGuilty_Crown%2F;581
guin saga;/dirlist.php?dir=subtitles%2Fjapanese%2FGuin+Saga%2F;582
gundam seed;/dirlist.php?dir=subtitles%2Fjapanese%2FGundam+Seed%2F;583
gundam seed destiny;/dirlist.php?dir=subtitles%2Fjapanese%2FGundam+Seed+Destiny%2F;584
gundam build fighters;/dirlist.php?dir=subtitles%2Fjapanese%2FGundam_Build_Fighters%2F;585
gundam build fighters try;/dirlist.php?dir=subtitles%2Fjapanese%2FGundam_Build_Fighters_Try%2F;586
gundam g no reconguista;/dirlist.php?dir=subtitles%2Fjapanese%2FGundam_G_No_Reconguista%2F;587
gunjou no fanfare;/dirlist.php?dir=subtitles%2Fjapanese%2FGunjou+no+Fanfare%2F;588
gunjou no magmel;/dirlist.php?dir=subtitles%2Fjapanese%2FGunjou+no+Magmel%2F;589
gunma-chan;/dirlist.php?dir=subtitles%2Fjapanese%2FGunma-chan%2F;590
guskou budori no denki;/dirlist.php?dir=subtitles%2Fjapanese%2FGuskou+Budori+no+Denki%2F;591
gyakkyou burai kaiji;/dirlist.php?dir=subtitles%2Fjapanese%2FGyakkyou_Burai_Kaiji%2F;592
gyakkyou burai kaiji hakairoku-hen;/dirlist.php?dir=subtitles%2Fjapanese%2FGyakkyou_Burai_Kaiji_Hakairoku-hen%2F;593
gyakusatsu kikan genocidal organ;/dirlist.php?dir=subtitles%2Fjapanese%2FGyakusatsu+Kikan+GENOCIDAL+ORGAN%2F;594
gyakuten sekai no denchi shoujo;/dirlist.php?dir=subtitles%2Fjapanese%2FGyakuten+Sekai+no+Denchi+Shoujo%2F;595
gyakuten saiban;/dirlist.php?dir=subtitles%2Fjapanese%2FGyakuten_Saiban%2F;596
gyakuten saiban s02;/dirlist.php?dir=subtitles%2Fjapanese%2FGyakuten_Saiban_S02%2F;597
hachi-nan tte, sore wa nai deshou!;/dirlist.php?dir=subtitles%2Fjapanese%2FHachi-nan+tte%2C+Sore+wa+Nai+deshou%21%2F;598
hachimitsu to clover;/dirlist.php?dir=subtitles%2Fjapanese%2FHachimitsu+to+Clover%2F;599
hachimitsu to clover ii;/dirlist.php?dir=subtitles%2Fjapanese%2FHachimitsu+to+Clover+II%2F;600
haibane renmei;/dirlist.php?dir=subtitles%2Fjapanese%2FHaibane+Renmei%2F;601
haikyuu!!;/dirlist.php?dir=subtitles%2Fjapanese%2FHaikyuu%21%21%2F;602
haikyuu!! s3;/dirlist.php?dir=subtitles%2Fjapanese%2FHaikyuu%21%21+S3%2F;603
haikyuu!! s4;/dirlist.php?dir=subtitles%2Fjapanese%2FHaikyuu%21%21+S4%2F;604
haikyuu!! second season;/dirlist.php?dir=subtitles%2Fjapanese%2FHaikyuu%21%21+Second+Season%2F;605
hai to gensou no grimgar;/dirlist.php?dir=subtitles%2Fjapanese%2FHai+to+Gensou+no+Grimgar%2F;606
haiyore! nyaruko-san;/dirlist.php?dir=subtitles%2Fjapanese%2FHaiyore%21+Nyaruko-san%2F;607
haiyore! nyaruko-san w;/dirlist.php?dir=subtitles%2Fjapanese%2FHaiyore%21+Nyaruko-san+W%2F;608
hajime no ippo;/dirlist.php?dir=subtitles%2Fjapanese%2FHajime+No+Ippo%2F;609
hajimete no gal;/dirlist.php?dir=subtitles%2Fjapanese%2FHajimete+no+Gal%2F;610
hajime no ippo new challenger;/dirlist.php?dir=subtitles%2Fjapanese%2FHajime_No_Ippo_New_Challenger%2F;611
hakata tonkotsu ramens;/dirlist.php?dir=subtitles%2Fjapanese%2FHakata+Tonkotsu+Ramens%2F;612
hakkenden - touhou hakken ibun;/dirlist.php?dir=subtitles%2Fjapanese%2FHakkenden+-+Touhou+Hakken+Ibun%2F;613
hakozume: kouban joshi no gyakushuu;/dirlist.php?dir=subtitles%2Fjapanese%2FHakozume%3A+Kouban+Joshi+no+Gyakushuu%2F;614
hakubo;/dirlist.php?dir=subtitles%2Fjapanese%2FHakubo%2F;615
hakumei no tsubasa;/dirlist.php?dir=subtitles%2Fjapanese%2FHakumei+no+Tsubasa%2F;616
hakumei to mikochi;/dirlist.php?dir=subtitles%2Fjapanese%2FHakumei+to+Mikochi%2F;617
hakyuu houshin engi;/dirlist.php?dir=subtitles%2Fjapanese%2FHakyuu+Houshin+Engi%2F;618
hal;/dirlist.php?dir=subtitles%2Fjapanese%2FHal%2F;619
hamatora;/dirlist.php?dir=subtitles%2Fjapanese%2FHamatora%2F;620
hanamonogatari;/dirlist.php?dir=subtitles%2Fjapanese%2FHanamonogatari%2F;621
hanasakeru seishounen;/dirlist.php?dir=subtitles%2Fjapanese%2FHanasakeru+Seishounen%2F;622
hanasaku iroha;/dirlist.php?dir=subtitles%2Fjapanese%2FHanasaku+Iroha%2F;623
hana to alice satsujin jiken;/dirlist.php?dir=subtitles%2Fjapanese%2FHana+to+Alice+Satsujin+Jiken%2F;624
hanayamata;/dirlist.php?dir=subtitles%2Fjapanese%2FHanayamata%2F;625
hana yori dango;/dirlist.php?dir=subtitles%2Fjapanese%2FHana+Yori+Dango%2F;626
hanbun no tsuki ga noboru sora;/dirlist.php?dir=subtitles%2Fjapanese%2FHanbun+no+Tsuki+ga+Noboru+Sora%2F;627
handa-kun;/dirlist.php?dir=subtitles%2Fjapanese%2FHanda-kun%2F;628
hanebado!;/dirlist.php?dir=subtitles%2Fjapanese%2FHanebado%21%2F;629
hanma baki - son of ogre (2021);/dirlist.php?dir=subtitles%2Fjapanese%2FHanma+Baki+-+Son+of+Ogre+%282021%29%2F;630
hanyou no yashahime;/dirlist.php?dir=subtitles%2Fjapanese%2FHanyou+no+Yashahime%2F;631
hanyou no yashahime;/dirlist.php?dir=subtitles%2Fjapanese%2FHanyou+no+yashahime%2F;632
hanzawa naoki;/dirlist.php?dir=subtitles%2Fjapanese%2FHanzawa+Naoki%2F;633
happinesscharge precure!;/dirlist.php?dir=subtitles%2Fjapanese%2FHappinessCharge_PreCure%21%2F;634
harmonie;/dirlist.php?dir=subtitles%2Fjapanese%2FHarmonie%2F;635
harmony;/dirlist.php?dir=subtitles%2Fjapanese%2FHarmony%2F;636
hataraku maou-sama!;/dirlist.php?dir=subtitles%2Fjapanese%2FHataraku+Maou-sama%21%2F;637
hataraku saibou!!;/dirlist.php?dir=subtitles%2Fjapanese%2FHataraku+Saibou%21%21%2F;638
hataraku saibou;/dirlist.php?dir=subtitles%2Fjapanese%2FHataraku+Saibou%2F;639
hataraku saibou black;/dirlist.php?dir=subtitles%2Fjapanese%2FHataraku+Saibou+Black%2F;640
hatsukoi monster;/dirlist.php?dir=subtitles%2Fjapanese%2FHatsukoi+Monster%2F;641
hayate no gotoku!!;/dirlist.php?dir=subtitles%2Fjapanese%2FHayate+no+Gotoku%21%21%2F;642
healin' good precure;/dirlist.php?dir=subtitles%2Fjapanese%2FHealin%27+Good+Precure%2F;643
healin' good precure;/dirlist.php?dir=subtitles%2Fjapanese%2FHealin%27_Good_Precure%2F;644
heart catch precure!;/dirlist.php?dir=subtitles%2Fjapanese%2FHeart_Catch_PreCure%21%2F;645
heavy object;/dirlist.php?dir=subtitles%2Fjapanese%2FHeavy+Object%2F;646
heidi, girl of the alps;/dirlist.php?dir=subtitles%2Fjapanese%2FHeidi%2C_Girl_Of_The_Alps%2F;647
heike monogatari;/dirlist.php?dir=subtitles%2Fjapanese%2FHeike+Monogatari%2F;648
heisei tanuki gassen ponpoko;/dirlist.php?dir=subtitles%2Fjapanese%2FHeisei+Tanuki+Gassen+Ponpoko%2F;649
hello world;/dirlist.php?dir=subtitles%2Fjapanese%2FHELLO+WORLD%2F;650
hellsing;/dirlist.php?dir=subtitles%2Fjapanese%2FHellsing%2F;651
hell teacher nube;/dirlist.php?dir=subtitles%2Fjapanese%2FHell_Teacher_Nube%2F;652
hentai ouji to warawanai neko;/dirlist.php?dir=subtitles%2Fjapanese%2FHentai+Ouji+to+Warawanai+Neko%2F;653
heroic age;/dirlist.php?dir=subtitles%2Fjapanese%2FHeroic+Age%2F;654
heroman;/dirlist.php?dir=subtitles%2Fjapanese%2FHeroman%2F;655
hero mask;/dirlist.php?dir=subtitles%2Fjapanese%2FHero+Mask%2F;656
hero bank;/dirlist.php?dir=subtitles%2Fjapanese%2FHero_Bank%2F;657
hetalia axis powers;/dirlist.php?dir=subtitles%2Fjapanese%2FHetalia+Axis+Powers%2F;658
hetalia the world twinkle;/dirlist.php?dir=subtitles%2Fjapanese%2FHetalia+The+World+Twinkle%2F;659
heya camp;/dirlist.php?dir=subtitles%2Fjapanese%2FHeya+Camp%2F;660
heybot;/dirlist.php?dir=subtitles%2Fjapanese%2FHEYBOT%2F;661
hiatari ryoukou;/dirlist.php?dir=subtitles%2Fjapanese%2FHiatari_Ryoukou%2F;662
hibike! euphonium;/dirlist.php?dir=subtitles%2Fjapanese%2FHibike%21+Euphonium%2F;663
hibike! euphonium 2;/dirlist.php?dir=subtitles%2Fjapanese%2FHibike%21+Euphonium+2%2F;664
hibike euphonium - chikai no finale (bd 1080p flac) pgs movie;/dirlist.php?dir=subtitles%2Fjapanese%2FHibike+Euphonium+-+Chikai+no+Finale+%28BD+1080p+FLAC%29_PGS+Movie%2F;665
hidamari sketch;/dirlist.php?dir=subtitles%2Fjapanese%2FHidamari+Sketch%2F;666
hidamari sketch x hoshimittsu;/dirlist.php?dir=subtitles%2Fjapanese%2FHidamari+Sketch+X+Hoshimittsu%2F;667
hidamari sketch x honeycomb;/dirlist.php?dir=subtitles%2Fjapanese%2FHidamari_Sketch_x_Honeycomb%2F;668
hidan no aria aa;/dirlist.php?dir=subtitles%2Fjapanese%2FHidan+no+Aria+AA%2F;669
hidan no aria;/dirlist.php?dir=subtitles%2Fjapanese%2FHidan_No_Aria%2F;670
higashi no eden;/dirlist.php?dir=subtitles%2Fjapanese%2FHigashi+no+Eden%2F;671
hige wo soru. soshite joshi ksei wo hirou;/dirlist.php?dir=subtitles%2Fjapanese%2FHige+wo+Soru.+Soshite+Joshi+Ksei+wo+Hirou%2F;672
highschool dxd new;/dirlist.php?dir=subtitles%2Fjapanese%2FHighschool+DxD+New%2F;673
high school fleet;/dirlist.php?dir=subtitles%2Fjapanese%2FHigh+School+Fleet%2F;674
highschool of the dead;/dirlist.php?dir=subtitles%2Fjapanese%2FHighschool+of+the+Dead%2F;675
high school star musical;/dirlist.php?dir=subtitles%2Fjapanese%2FHigh+School+Star+Musical%2F;676
high school star musical s2;/dirlist.php?dir=subtitles%2Fjapanese%2FHigh+School+Star+Musical+S2%2F;677
high school star musical s3;/dirlist.php?dir=subtitles%2Fjapanese%2FHigh+School+Star+Musical+S3%2F;678
high score girl;/dirlist.php?dir=subtitles%2Fjapanese%2FHigh+Score+Girl%2F;679
higurashi no naku koro ni;/dirlist.php?dir=subtitles%2Fjapanese%2FHigurashi+no+Naku+Koro+ni%2F;680
higurashi no naku koro ni;/dirlist.php?dir=subtitles%2Fjapanese%2FHIGURASHI+NO+NAKU+KORO+NI%2F;681
higurashi no naku koro ni gou;/dirlist.php?dir=subtitles%2Fjapanese%2FHigurashi+no+Naku+Koro+ni+Gou%2F;682
hiiro no kakera;/dirlist.php?dir=subtitles%2Fjapanese%2FHiiro+no+Kakera%2F;683
hikaru no go;/dirlist.php?dir=subtitles%2Fjapanese%2FHikaru+no+Go%2F;684
hime chen! lilpri;/dirlist.php?dir=subtitles%2Fjapanese%2FHime_Chen%21_Lilpri%2F;685
himitsu x senshi phantomirage;/dirlist.php?dir=subtitles%2Fjapanese%2FHimitsu+x+Senshi+Phantomirage%2F;686
himitsu sentai goranger;/dirlist.php?dir=subtitles%2Fjapanese%2FHimitsu_Sentai_Goranger%2F;687
himouto! umaru-chan;/dirlist.php?dir=subtitles%2Fjapanese%2FHimouto%21+Umaru-chan%2F;688
hinako note;/dirlist.php?dir=subtitles%2Fjapanese%2FHinako+Note%2F;689
hinamatsuri;/dirlist.php?dir=subtitles%2Fjapanese%2FHinamatsuri%2F;690
hinomaruzumou - hinomaru sumo;/dirlist.php?dir=subtitles%2Fjapanese%2FHinomaruzumou+-+Hinomaru+Sumo%2F;691
hirune-hime shiranai watashi no monogatari;/dirlist.php?dir=subtitles%2Fjapanese%2FHirune-hime+Shiranai+Watashi+no+Monogatari%2F;692
hisone to masotan - dragon pilot;/dirlist.php?dir=subtitles%2Fjapanese%2FHisone+to+Masotan+-+Dragon+Pilot%2F;693
hiyokoi;/dirlist.php?dir=subtitles%2Fjapanese%2FHiyokoi%2F;694
hokuto no ken;/dirlist.php?dir=subtitles%2Fjapanese%2FHokuto_No_Ken%2F;695
honzuki no gekokujou;/dirlist.php?dir=subtitles%2Fjapanese%2FHonzuki+no+Gekokujou%2F;696
hoozuki no reitetsu 2;/dirlist.php?dir=subtitles%2Fjapanese%2FHoozuki+no+Reitetsu+2%2F;697
hoozuki no reitetsu;/dirlist.php?dir=subtitles%2Fjapanese%2FHoozuki_No_Reitetsu%2F;698
horimiya;/dirlist.php?dir=subtitles%2Fjapanese%2FHorimiya%2F;699
hoshiai no sora;/dirlist.php?dir=subtitles%2Fjapanese%2FHoshiai+no+Sora%2F;700
hoshi no koe;/dirlist.php?dir=subtitles%2Fjapanese%2FHoshi+no+Koe%2F;701
hoshi wo ou kodomo;/dirlist.php?dir=subtitles%2Fjapanese%2FHoshi+wo+Ou+Kodomo%2F;702
hotarubi no mori e;/dirlist.php?dir=subtitles%2Fjapanese%2FHotarubi+no+Mori+e%2F;703
hotaru no haka;/dirlist.php?dir=subtitles%2Fjapanese%2FHotaru_No_Haka%2F;704
hottarake no shima: haruka to mahou no kagami;/dirlist.php?dir=subtitles%2Fjapanese%2FHottarake+no+Shima%3A+Haruka+to+Mahou+no+Kagami%2F;705
houhokekyo tonari no yamada-kun;/dirlist.php?dir=subtitles%2Fjapanese%2FHouhokekyo+Tonari+no+Yamada-kun%2F;706
houkago no pleiades;/dirlist.php?dir=subtitles%2Fjapanese%2FHoukago+no+Pleiades%2F;707
houkago teibou nisshi;/dirlist.php?dir=subtitles%2Fjapanese%2FHoukago+Teibou+Nisshi%2F;708
hourou musuko;/dirlist.php?dir=subtitles%2Fjapanese%2FHourou_Musuko%2F;709
houseki no kuni;/dirlist.php?dir=subtitles%2Fjapanese%2FHouseki+No+Kuni%2F;710
housekishou richard-shi no nazo kantei;/dirlist.php?dir=subtitles%2Fjapanese%2FHousekishou+Richard-shi+no+Nazo+Kantei%2F;711
howl's moving castle;/dirlist.php?dir=subtitles%2Fjapanese%2FHowl%27s+Moving+Castle%2F;712
how not to summon a demon lord omega;/dirlist.php?dir=subtitles%2Fjapanese%2FHow+Not+to+Summon+a+Demon+Lord+Omega%2F;713
how to eliminate my teacher - sensei wo kesu houteishiki;/dirlist.php?dir=subtitles%2Fjapanese%2FHow+to+Eliminate+My+Teacher+-+Sensei+wo+Kesu+Houteishiki%2F;714
hugtto! precure  futari wa precure - all stars memories movie;/dirlist.php?dir=subtitles%2Fjapanese%2FHugtto%21+Precure++Futari+wa+Precure+-+All+Stars+Memories+Movie%2F;715
hugtto! precure;/dirlist.php?dir=subtitles%2Fjapanese%2FHuGtto%21_PreCure%2F;716
hunter x hunter;/dirlist.php?dir=subtitles%2Fjapanese%2FHUNTER_X_HUNTER%2F;717
hyakka ryouran samurai girls;/dirlist.php?dir=subtitles%2Fjapanese%2FHyakka+Ryouran+Samurai+Girls%2F;718
hyakujuu sentai gaoranger;/dirlist.php?dir=subtitles%2Fjapanese%2FHyakujuu_Sentai_Gaoranger%2F;719
hybrid child;/dirlist.php?dir=subtitles%2Fjapanese%2FHybrid+Child%2F;720
hyouge mono;/dirlist.php?dir=subtitles%2Fjapanese%2FHyouge_Mono%2F;721
hyouka;/dirlist.php?dir=subtitles%2Fjapanese%2FHyouka%2F;722
hypnosis mic: division rap battle - rhyme anima;/dirlist.php?dir=subtitles%2Fjapanese%2FHypnosis+Mic%3A+Division+Rap+Battle+-+Rhyme+Anima%2F;723
ichiban ushiro no daimaou;/dirlist.php?dir=subtitles%2Fjapanese%2FIchiban+Ushiro+no+Daimaou%2F;724
ichigo 100%;/dirlist.php?dir=subtitles%2Fjapanese%2FIchigo+100%25%2F;725
ichigo mashimaro;/dirlist.php?dir=subtitles%2Fjapanese%2FIchigo+Mashimaro%2F;726
ichigo mashimaro encore;/dirlist.php?dir=subtitles%2Fjapanese%2FIchigo+Mashimaro+Encore%2F;727
ichigo mashimaro ova;/dirlist.php?dir=subtitles%2Fjapanese%2FIchigo+Mashimaro+OVA%2F;728
id-0;/dirlist.php?dir=subtitles%2Fjapanese%2FID-0%2F;729
id:invaded;/dirlist.php?dir=subtitles%2Fjapanese%2FID%3AInvaded%2F;730
idol x warrior miracle tunes!;/dirlist.php?dir=subtitles%2Fjapanese%2FIdol+x+Warrior+Miracle+Tunes%21%2F;731
idoly pride;/dirlist.php?dir=subtitles%2Fjapanese%2FIdoly+Pride%2F;732
idol master;/dirlist.php?dir=subtitles%2Fjapanese%2FIdol_Master%2F;733
ijiranaide nagatorosan;/dirlist.php?dir=subtitles%2Fjapanese%2FIjiranaide+Nagatorosan%2F;734
ikebukuro west gate park;/dirlist.php?dir=subtitles%2Fjapanese%2FIkebukuro+West+Gate+Park%2F;735
ikoku meiro no croisee the animation;/dirlist.php?dir=subtitles%2Fjapanese%2FIkoku+Meiro+no+Croisee+The+Animation%2F;736
inazuma eleven: ares no tenbin;/dirlist.php?dir=subtitles%2Fjapanese%2FInazuma+Eleven%3A+Ares+no+Tenbin%2F;737
inazuma eleven: orion no kokuin;/dirlist.php?dir=subtitles%2Fjapanese%2FInazuma+Eleven%3A+Orion+no+Kokuin%2F;738
inazuma eleven;/dirlist.php?dir=subtitles%2Fjapanese%2FInazuma_Eleven%2F;739
inazuma eleven go;/dirlist.php?dir=subtitles%2Fjapanese%2FInazuma_Eleven_GO%2F;740
inazuma eleven go chrono stone;/dirlist.php?dir=subtitles%2Fjapanese%2FInazuma_Eleven_GO_Chrono_Stone%2F;741
inazuma eleven go galaxy;/dirlist.php?dir=subtitles%2Fjapanese%2FInazuma_Eleven_GO_Galaxy%2F;742
infinite dendrogram;/dirlist.php?dir=subtitles%2Fjapanese%2FInfinite+Dendrogram%2F;743
infinite stratos;/dirlist.php?dir=subtitles%2Fjapanese%2FInfinite_Stratos%2F;744
ingress;/dirlist.php?dir=subtitles%2Fjapanese%2FIngress%2F;745
ingress the animation ;/dirlist.php?dir=subtitles%2Fjapanese%2FIngress_the_Animation_%2F;746
initial d fifth stage;/dirlist.php?dir=subtitles%2Fjapanese%2FInitial+D+Fifth+Stage%2F;747
initial d final stage;/dirlist.php?dir=subtitles%2Fjapanese%2FInitial+D+Final+Stage%2F;748
inukami!;/dirlist.php?dir=subtitles%2Fjapanese%2FInukami%21%2F;749
inu to hasami wa tsukaiyou;/dirlist.php?dir=subtitles%2Fjapanese%2FInu+to+Hasami+wa+Tsukaiyou%2F;750
inuyasha;/dirlist.php?dir=subtitles%2Fjapanese%2FInuYasha%2F;751
inuyashiki;/dirlist.php?dir=subtitles%2Fjapanese%2FInuyashiki%2F;752
inu x boku ss;/dirlist.php?dir=subtitles%2Fjapanese%2FInu_X_Boku_SS%2F;753
iriya no sora, ufo no natsu;/dirlist.php?dir=subtitles%2Fjapanese%2FIriya+no+Sora%2C+UFO+no+Natsu%2F;754
irozuku sekai no ashita kara;/dirlist.php?dir=subtitles%2Fjapanese%2FIrozuku+Sekai+no+Ashita+kara%2F;755
isekai cheat magician;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+Cheat+Magician%2F;756
isekai maou to shoukan shoujo no dorei majutsu;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+Maou+to+Shoukan+Shoujo+no+Dorei+Majutsu%2F;757
isekai maou to shoukan shoujo no dorei majutsu omega;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+Maou+to+Shoukan+Shoujo+no+Dorei+Majutsu+Omega%2F;758
isekai ojisan;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+Ojisan%2F;759
isekai quartet;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+Quartet%2F;760
isekai shokudou 2;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+Shokudou+2%2F;761
isekai wa smartphone to tomo ni.;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+wa+Smartphone+to+Tomo+ni.%2F;762
isekai yakkyoku;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai+Yakkyoku%2F;763
isekai maou to shoukan shoujo no dorei majutsu omega;/dirlist.php?dir=subtitles%2Fjapanese%2FIsekai_Maou_To_Shoukan_Shoujo_No_Dorei_Majutsu_Omega%2F;764
island;/dirlist.php?dir=subtitles%2Fjapanese%2FIsland%2F;765
isshuukan friends;/dirlist.php?dir=subtitles%2Fjapanese%2FIsshuukan+Friends%2F;766
itai no wa iya nano de bougyoryoku ni kyokufuri shitai to omoimasu.;/dirlist.php?dir=subtitles%2Fjapanese%2FItai+no+wa+Iya+nano+de+Bougyoryoku+ni+Kyokufuri+Shitai+to+Omoimasu.%2F;767
iwagou mitsuaki no sekai neko aruki;/dirlist.php?dir=subtitles%2Fjapanese%2FIwagou+Mitsuaki+no+Sekai+Neko+Aruki%2F;768
