anime_name;filename;start_time;end_time;content
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:21:47.944000;0 days 00:21:50.947000;あっ　そうだ！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:21:50.947000;0 days 00:21:54.951000;ピアノのコンクールに出て。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:21:54.951000;0 days 00:21:56.951000;君の番だよ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:00.957000;0 days 00:22:03.960000;僕には　無理だよ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:03.960000;0 days 00:22:06.963000;どうして？　弾けてたよ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:06.963000;0 days 00:22:09.966000;まだ怖い？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:09.966000;0 days 00:22:11.968000;また下ばかり見てる。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:11.968000;0 days 00:22:16.973000;"みんな怖いよ。
舞台に上がるのは。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:16.973000;0 days 00:22:22.979000;"失敗するかも
全否定されちゃうかもしれない。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:22.979000;0 days 00:22:26.983000;"それでも　歯を食いしばって
舞台に上がる。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:26.983000;0 days 00:22:33.990000;"何かに　突き動かされて
私たちは演奏するんだ。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:33.990000;0 days 00:22:36.990000;君もそうなの？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:39.930000;0 days 00:22:44.935000;"《君の言うこと　すること
全て　きらきら輝いていて→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:44.935000;0 days 00:22:50.941000;"僕は　まぶし過ぎて
目をつぶってしまう》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:50.941000;0 days 00:22:55.946000;"僕は　大切な楽譜を
投げ捨てた人間だよ。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:55.946000;0 days 00:22:57.948000;奏者として　失格だ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:22:57.948000;0 days 00:23:00.951000;"《お母さんに
元気になってほしくて→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:00.951000;0 days 00:23:04.955000;一生懸命　弾いたのに》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:04.955000;0 days 00:23:06.957000;フフフ…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:06.957000;0 days 00:23:10.961000;"そんな演奏家　たくさんいるよ。
絶対。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:10.961000;0 days 00:23:14.965000;"「やってられるか」
「お前が弾け」って。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:14.965000;0 days 00:23:18.969000;"それでも　また拾い上げて
楽譜に向かう。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:18.969000;0 days 00:23:23.969000;"そうやって
最も美しい嘘が生まれる。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:27.978000;0 days 00:23:30.981000;私たち　まだ１４だよ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:30.981000;0 days 00:23:33.984000;思い切って　飛び込もうよ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:33.984000;0 days 00:23:36.920000;"（女の子たち）あっ。
こうやって。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:36.920000;0 days 00:23:38.922000;とう！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:38.922000;0 days 00:23:50.934000;♪♪～
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:50.934000;0 days 00:23:52.936000;ブー！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:52.936000;0 days 00:23:56.940000;"（女の子）生きてた！
あ～　怖かった。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:23:56.940000;0 days 00:24:01.945000;"フフッ　ハハハハ…！
気持ちいい～！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:01.945000;0 days 00:24:06.950000;"やってみたかったんだ！
ハハハハ…。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:06.950000;0 days 00:24:09.953000;《君の言うこと　やること全て→
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:09.953000;0 days 00:24:12.956000;きらきら輝いていて→
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:12.956000;0 days 00:24:16.960000;"僕は　まぶしくて
目をつぶってしまう》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:16.960000;0 days 00:24:20.964000;《でも　憧れずにはいられない》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:20.964000;0 days 00:24:23.967000;《君は　忘れられるの？》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:23.967000;0 days 00:24:27.971000;《自分の音楽が届いた　あの瞬間》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:27.971000;0 days 00:24:31.971000;（椿）《いけ！　世界が変わるぞ！》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:33.977000;0 days 00:24:35.977000;《忘れられるはずない！》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:38.915000;0 days 00:24:44.921000;（歓声）
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:44.921000;0 days 00:24:47.921000;うおっ！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:49.926000;0 days 00:24:51.928000;あっ…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:51.928000;0 days 00:24:54.931000;あれ？　嘘。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:54.931000;0 days 00:24:57.931000;（女の子たち）お兄ちゃーん！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:24:59.936000;0 days 00:25:06.943000;"いた！
アハハハ！　怖～。　ハハハハ！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:25:06.943000;0 days 00:25:10.947000;ハハハハ…！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:25:10.947000;0 days 00:25:12.949000;《忘れられるはずないよ》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:25:12.949000;0 days 00:25:19.956000;《僕は　君と同じ　演奏家なんだ》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:25:19.956000;0 days 00:25:21.958000;あっ　あれ？　眼鏡は？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:25:21.958000;0 days 00:25:25.962000;えっ？　あ～！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 005.srt;0 days 00:25:25.962000;0 days 00:25:35.962000;♪♪～
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:02.657000;0 days 00:01:06.661000;（公生の泣き声）
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:06.661000;0 days 00:01:08.663000;（椿）《ちょっと　公生！》→
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:08.663000;0 days 00:01:10.665000;"《膝　擦りむいたくらいで
泣くな！》→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:10.665000;0 days 00:01:13.668000;"《あんた　男でしょ！
あたしなんか→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:13.668000;0 days 00:01:17.672000;"足が　ぐきってなったんだぞ！
ぐきって！　うっ　うわ…》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:17.672000;0 days 00:01:21.676000;"（公生）《椿が土手で
大車輪なんて　させるから！》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:21.676000;0 days 00:01:24.679000;（椿）《うるさい！　ハァ…》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:24.679000;0 days 00:01:27.682000;"《でも　公生のケガ
脚で　よかった》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:27.682000;0 days 00:01:30.685000;《もし　手にケガさせてたら→
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:30.685000;0 days 00:01:34.689000;"公生ママに
殺されちゃうところだった》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:34.689000;0 days 00:01:37.692000;（泣き声）
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:37.692000;0 days 00:01:41.696000;"《泣くな！　バカ公生！
あたしまで…》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:41.696000;0 days 00:01:48.703000;（公生と椿の泣き声）
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:01:48.703000;0 days 00:01:58.703000;♪♪～
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:04:55.956000;0 days 00:04:57.958000;"（公生）あっ　はい。
タオルと着替え。→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:04:57.958000;0 days 00:04:59.960000;制服　乾燥機に　かけとくから！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:04:59.960000;0 days 00:05:02.963000;"（かをり）ありがとう。
家の人は？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:02.963000;0 days 00:05:06.963000;"（公生）父さんは　仕事で
家を空けることが多いんだ。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:08.969000;0 days 00:05:12.973000;"（かをり）へえ～
思ったより大きいな。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:12.973000;0 days 00:05:17.973000;（足音）
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:20.981000;0 days 00:05:22.981000;あっ…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:28.989000;0 days 00:05:31.992000;"（公生）こんな所にいた。
コーヒーでいい？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:31.992000;0 days 00:05:35.996000;"温かい牛乳も…。
うおりゃー！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:35.996000;0 days 00:05:37.996000;ななな…　何を！？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:40;0 days 00:05:43.003000;あっ…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:43.003000;0 days 00:05:49.009000;ごめんね　ごめんね…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:49.009000;0 days 00:05:52.009000;ごめんね　ごめんね…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:54.949000;0 days 00:05:56.951000;ううっ！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:05:56.951000;0 days 00:06:01.951000;"健全な演奏は　健全な環境から！
まずは掃除だ！　換気ー！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:03.958000;0 days 00:06:05.960000;（椿）うん？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:05.960000;0 days 00:06:08.963000;"お隣だ。　椿ちゃーん。
違うぞ！　これには訳が…！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:08.963000;0 days 00:06:11.966000;"（椿）《かをちゃん？
公生の服？》→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:11.966000;0 days 00:06:14.969000;"《ぬれた髪？》
ひいー！！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:14.969000;0 days 00:06:18.969000;"（椿）ぬおー！
うおりゃー！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:24.979000;0 days 00:06:27.982000;"（椿）おら　おら　おら…！
（部員）気合　入ってるな　椿のやつ。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:27.982000;0 days 00:06:29.984000;（部員）荒れてるだけじゃない？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:29.984000;0 days 00:06:32.987000;"（柏木）空元気でも
ないより　ましね。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:32.987000;0 days 00:06:36.991000;"≪[ﾃｰﾌﾟ]（♪♪『エチュード
ホ短調　作品２５－５』）"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:36.991000;0 days 00:06:40.995000;[ﾃｰﾌﾟ]（♪♪『エチュード　ホ短調　作品２５－５』）
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:40.995000;0 days 00:06:42.997000;これ　僕？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:42.997000;0 days 00:06:47.001000;"そう！　たった今　君が弾いた
ピアノの録音。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:47.001000;0 days 00:06:51.005000;"選択課題曲　ショパン　エチュード
作品　２５－５。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:51.005000;0 days 00:06:54.024000;嘘だー！　テンポも音もバラバラ！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:54.024000;0 days 00:06:55.943000;こんなの　僕じゃなーい！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:55.943000;0 days 00:06:57.945000;"下手くそね。
（渡）下手くそ。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:57.945000;0 days 00:06:59.947000;"（椿）けっ！
あっ！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:06:59.947000;0 days 00:07:01.949000;《こんなんで　コンクール！？》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:01.949000;0 days 00:07:03.951000;"《やめよう。
そうだ　今なら　まだ…》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:03.951000;0 days 00:07:06.954000;"もう　書類　出しといた。
僕の財布！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:06.954000;0 days 00:07:09.957000;"で　どんなもんなの？
その大会？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:09.957000;0 days 00:07:11.959000;毎報　音楽コンクール。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:11.959000;0 days 00:07:15.963000;"名だたる演奏家を輩出した
全国規模のコンクール。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:15.963000;0 days 00:07:19.967000;"その全国大会で優勝すれば
海外進出のチャンスも！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:19.967000;0 days 00:07:22.970000;"へえー。
（渡）すげえ。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:22.970000;0 days 00:07:25.973000;（椿）《かをちゃんたちの話は→
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:25.973000;0 days 00:07:29.977000;"私たちとは遠い
別世界の話に聞こえる》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:29.977000;0 days 00:07:31.979000;誰か　先生に師事しなきゃ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:31.979000;0 days 00:07:34.982000;覚悟を決めろ！　これは挑戦よ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:34.982000;0 days 00:07:36.984000;"音が聞こえなくても
弾けるってことを→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:36.984000;0 days 00:07:39.987000;"証明するのだ！
（渡・柏木）おおー。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:39.987000;0 days 00:07:43.991000;"海図にない海を帆走するには
勇気がいるのよ！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:43.991000;0 days 00:07:45.993000;"誰の言葉？
スヌーピー。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:45.993000;0 days 00:07:47.995000;"犬？
ワン！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:47.995000;0 days 00:07:49.997000;"大切なのは　イメージ。
（３人）うん　うん。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:49.997000;0 days 00:07:53.967000;"「あなたの指が　鍵に触れる前に
その曲を　どう弾くか→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:53.967000;0 days 00:07:56.837000;"心の中で
考えておかなければならない」"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:56.837000;0 days 00:07:58.839000;アントン・ルービンシュタイン。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:07:58.839000;0 days 00:08:01.842000;君は何のために　ピアノを弾くの？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:01.842000;0 days 00:08:04.845000;自分のため？　誰かのため？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:04.845000;0 days 00:08:07.848000;君は　この曲を　どう弾きたい？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:07.848000;0 days 00:08:11.852000;"本当の君は
ショパンを　どう弾きたい？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:11.852000;0 days 00:08:13.854000;あっ！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:13.854000;0 days 00:08:18.859000;"そういうことで　よろしく。
後は　２人で頑張って！　とうっ！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:18.859000;0 days 00:08:20.861000;"ハハハ　汗臭い！
（渡）俺　頑張る！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:20.861000;0 days 00:08:23.861000;"（柏木）休憩　終わっちゃう。
（椿）死ね！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:26.867000;0 days 00:08:28.869000;《そうか…》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:28.869000;0 days 00:08:31.869000;《また　お前と　二人ぼっちか》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:33.874000;0 days 00:08:39.880000;"≪♪♪（『エチュード
ホ短調　作品２５－５』の演奏）"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:39.880000;0 days 00:08:43.884000;"（椿の母）ショパン…。
このピアノ　コーちゃん？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:43.884000;0 days 00:08:47.888000;"（椿）うん。
（椿の母）そう　弾きはじめたのね。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:47.888000;0 days 00:08:49.890000;（椿）うん。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:49.890000;0 days 00:08:52.890000;"（椿の母）差し入れでも
持っていこうかしら。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:56.930000;0 days 00:08:58.932000;イメージは？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:08:58.932000;0 days 00:09:03.937000;"ヨーロッパの石畳を馬車が…。
ありきたり！　イメージ貧困！"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:03.937000;0 days 00:09:05.939000;"イメージ。
朝食に目玉焼きを…。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:05.939000;0 days 00:09:08.942000;庶民的！　ノーロマンチック！
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:08.942000;0 days 00:09:10.944000;イメージ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:10.944000;0 days 00:09:13.947000;[ﾃｰﾌﾟ]（♪♪『エチュード　ホ短調　作品２５－５』）
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:13.947000;0 days 00:09:18.952000;《イメージ　イメージ　イメージ》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:18.952000;0 days 00:09:22.956000;《イメージって　何だ？》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:22.956000;0 days 00:09:25.959000;《曲の解釈とは　違うのか？》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:25.959000;0 days 00:09:29.963000;"《君は　この曲を
どう弾きたい？》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:29.963000;0 days 00:09:34.963000;"《僕は　この曲を
どう弾きたい？》"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:09:59.927000;0 days 00:10:04.927000;"天使みたいだ。
おとなしくしてれば。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:18.946000;0 days 00:10:26.946000;♪♪『エチュード　ホ短調　作品２５－５』
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:29.957000;0 days 00:10:32.960000;"地区総体はどう？
（椿）準備　ばっちし。→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:32.960000;0 days 00:10:36.964000;"怖いのは　ケガだけかな。
そっちは？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:36.964000;0 days 00:10:39.967000;"この前　有馬君
頭から　煙　出てた。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:39.967000;0 days 00:10:43.971000;"もうちょっとで
見えてくると思うんだけど。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:43.971000;0 days 00:10:50.978000;"（椿）根　詰め過ぎじゃないかな。
廊下で　フラフラしてたし　公生。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:50.978000;0 days 00:10:52.980000;ピアノは弾いてほしい。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:52.980000;0 days 00:10:56.917000;でも　苦しんでほしくない。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:56.917000;0 days 00:10:59.920000;今　有馬君は→
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:10:59.920000;0 days 00:11:02.923000;"その苦しみを
音にしようとしている。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:02.923000;0 days 00:11:05.926000;痛みも　苦しみも→
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:05.926000;0 days 00:11:07.928000;"あがいた自分さえも
さらけ出して→"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:07.928000;0 days 00:11:10.931000;音に自分が宿る。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:10.931000;0 days 00:11:14.935000;"そうやって
私たちは　生きた音を奏でる。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:14.935000;0 days 00:11:19.940000;有馬君は　その最中。　きっと…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:19.940000;0 days 00:11:22.943000;《「私たち」》
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:22.943000;0 days 00:11:27.948000;"かをちゃんは　どうして
そんなに　公生に肩入れするの？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:27.948000;0 days 00:11:33.954000;うーん　何ていうか　やっぱり…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:33.954000;0 days 00:11:37.954000;ダメダメな弟って感じかな？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:41.962000;0 days 00:11:45.962000;"公生は
駄目なんかじゃないよ…。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:48.969000;0 days 00:11:50.971000;じゃあ。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:11:50.971000;0 days 00:11:52.971000;うん　また　あした。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:12.926000;0 days 00:12:15.929000;[TEL]
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:15.929000;0 days 00:12:17.931000;あっ…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:17.931000;0 days 00:12:21.935000;"（斉藤）よっ　よう。
今　部活帰りでさ。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:21.935000;0 days 00:12:23.937000;何してっかなっと思って。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:23.937000;0 days 00:12:26.940000;私も　今　帰るところです。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:26.940000;0 days 00:12:31.945000;"最近　帰る時間　かぶりますね
私たち。　あっ…。"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:31.945000;0 days 00:12:35.949000;[TEL]（斉藤）椿？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:35.949000;0 days 00:12:39.953000;（椿）私たちに　私はいない…。
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:39.953000;0 days 00:12:42.956000;[TEL]えっ？　何？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:42.956000;0 days 00:12:45.959000;"先輩…。
[TEL]うん？"
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:45.959000;0 days 00:12:49.959000;（椿）私たち　付き合いましょうか？
shigatsu wa kimi no uso;shigatsu wa kimi no uso 006.srt;0 days 00:12:51.965000;0 days 00:12:55.902000;[ﾃｰﾌﾟ]（♪♪『エチュード　ホ短調　作品２５－５』）
